nom,format,episodes,studio,annee,note,popularite,rang,tags,lien,periode
Kamisama Kiss 2nd Season,TV,12,"TMS Entertainment, V1 Studio",2015,4.336,18385,116,comedy;fantasy;romance;shoujo;animal characteristics;interspecies relationship;japanese mythology;master-servant relationship;non-human protagonists;based on a manga,https://www.anime-planet.com/anime/kamisama-kiss-2nd-season,2012-2016
Mob Psycho 100,TV,12,Bones,2016,4.333,40507,117,action;comedy;exorcists;overpowered main characters;psychic powers;psychological;school life;supernatural;superpowers;based on a manga,https://www.anime-planet.com/anime/mob-psycho-100,2012-2016
Violet Evergarden: Eternity and the Auto Memory Doll,Movie,1,Kyoto Animation,2019,4.333,7748,118,drama;melancholy;based on a light novel,https://www.anime-planet.com/anime/violet-evergarden-eternity-and-the-auto-memory-doll,2017-2023
Natsume's Book of Friends Season 6 Specials,DVD Special,2,Shuka,2017,4.332,1709,119,drama;fantasy;shoujo;bodyguards;cats;countryside;episodic;iyashikei;japanese mythology;orphans;supernatural;youkai;based on a manga,https://www.anime-planet.com/anime/natsumes-book-of-friends-season-6-specials,2017-2023
Kuroko's Basketball 2,TV,25,Production I.G,2013,4.332,26476,120,shounen;sports;basketball;school club;tournaments;based on a manga,https://www.anime-planet.com/anime/kurokos-basketball-2,2012-2016
Sasaki and Miyano,TV,4,Studio DEEN,2022,4.332,666,121,bl;romance;shounen-ai;all-boys school;delinquents;fudanshi;otaku culture;school life;senpai-kouhai relationship;based on a manga,https://www.anime-planet.com/anime/sasaki-and-miyano,2017-2023
Natsume's Book of Friends Movie: Ephemeral Bond,Movie,1,Shuka,2018,4.33,1413,122,drama;fantasy;shoujo;bodyguards;cats;countryside;iyashikei;japanese mythology;orphans;supernatural;youkai;based on a manga,https://www.anime-planet.com/anime/natsumes-book-of-friends-movie-ephemeral-bond,2017-2023
Kingdom 3,TV,26,"St. Signpost, Pierrot",2020,4.329,783,123,action;drama;seinen;ancient china;historical;political;war;based on a manga,https://www.anime-planet.com/anime/kingdom-3,2017-2023
Odd Taxi,TV,13,"P.I.C.S., OLM",2021,4.329,2458,124,drama;mystery;animal protagonists;anthropomorphic;non-human protagonists;psychological;social media;original work,https://www.anime-planet.com/anime/odd-taxi,2017-2023
Moriarty the Patriot 2nd Season,TV,13,Production I.G,2021,4.327,3070,125,mystery;shounen;19th century;detectives;england;europe;historical;sherlock holmes;based on a manga,https://www.anime-planet.com/anime/moriarty-the-patriot-2nd-season,2017-2023
Death Note,TV,37,MADHOUSE,2006,4.327,162413,126,mystery;shounen;crime;criminals;detectives;mind games;overpowered main characters;psychological;psychopaths;rivalries;secret identity;serial killers;shinigami;supernatural;thriller;vigilantes;based on a manga,https://www.anime-planet.com/anime/death-note,2002-2011
One Piece Movie 14: Stampede,Movie,1,Toei Animation,2019,4.326,3254,127,action;adventure;shounen;pirates;superpowers;based on a manga,https://www.anime-planet.com/anime/one-piece-movie-14-stampede,2017-2023
One Piece,TV,1008,Toei Animation,1999,4.324,75742,128,action;adventure;comedy;fantasy;shounen;pirates;superpowers;based on a manga,https://www.anime-planet.com/anime/one-piece,1907-2001
Fate/stay night: Heaven's Feel III. spring song,Movie,1,ufotable,2020,4.323,2024,129,action;fantasy;romance;magic;superpowers;based on an eroge;based on a visual novel,https://www.anime-planet.com/anime/fate-stay-night-heavens-feel-iii-spring-song,2017-2023
Mushishi: Hihamukage,TV Special,1,Artland,2014,4.321,5103,130,fantasy;seinen;countryside;illness;supernatural;based on a manga,https://www.anime-planet.com/anime/mushishi-hihamukage,2012-2016
My Hero Academia Movie 2: Heroes:Rising,Movie,1,Bones,2019,4.314,13430,131,action;sci fi;shounen;superheroes;superpowers;based on a manga,https://www.anime-planet.com/anime/my-hero-academia-movie-2-heroes-rising,2017-2023
Fate/Zero 2,TV,12,ufotable,2012,4.313,29268,132,action;fantasy;contemporary fantasy;magic;proxy battles;rivalries;superpowers;urban fantasy;based on a light novel,https://www.anime-planet.com/anime/fate-zero-2,2012-2016
Yuri!!! on Ice,TV,12,MAPPA,2016,4.312,37709,133,drama;sports;adult couples;ice skating;rivalries;tournaments;original work,https://www.anime-planet.com/anime/yuri-on-ice,2012-2016
Steins;Gate Movie: Load Region of Deja Vu,Movie,1,WHITE FOX,2013,4.312,15008,134,drama;sci fi;thriller;time travel;based on a visual novel,https://www.anime-planet.com/anime/steins-gate-movie-load-region-of-deja-vu,2012-2016
My Hero Academia,TV,13,Bones,2016,4.311,91663,135,action;comedy;drama;sci fi;shounen;school life;superheroes;superpowers;weak to strong;based on a manga,https://www.anime-planet.com/anime/my-hero-academia,2012-2016
Tokyo Revengers,TV,24,LIDEN FILMS,2021,4.311,13474,136,action;drama;shounen;delinquents;gangs;time travel;based on a manga,https://www.anime-planet.com/anime/tokyo-revengers,2017-2023
KonoSuba – God’s blessing on this wonderful world! Movie: Legend of Crimson,Movie,1,J.C.Staff,2019,4.311,12557,137,comedy;ecchi;fantasy;isekai;neet;person in a strange world;rpg;based on a light novel,https://www.anime-planet.com/anime/konosuba-gods-blessing-on-this-wonderful-world-movie-legend-of-crimson,2017-2023
Dororo (2019),TV,24,"MAPPA, Tezuka Productions",2019,4.309,20773,138,action;adventure;shounen;15th century;curse;dark fantasy;deal with the devil;demons;feudal japan;historical;samurai;supernatural;war;based on a manga,https://www.anime-planet.com/anime/dororo-2019,2017-2023
Gintama: Shinyaku Benizakura-hen,Movie,1,Sunrise,2010,4.309,6136,139,action;comedy;drama;sci fi;shounen;aliens;feudal japan;recap;samurai;swordplay;based on a manga,https://www.anime-planet.com/anime/gintama-shinyaku-benizakura-hen,2002-2011
Bunny Drop,TV,11,Production I.G,2011,4.309,19661,140,drama;josei;slice of life;childcare;family life;iyashikei;lifestyle change;noitamina;single parent;based on a manga,https://www.anime-planet.com/anime/bunny-drop,2002-2011
The Garden of Sinners Movie 5: Paradox Paradigm,Movie,1,ufotable,2008,4.308,7721,141,drama;mystery;overpowered main characters;supernatural;based on a light novel,https://www.anime-planet.com/anime/the-garden-of-sinners-movie-5-paradox-paradigm,2002-2011
Bakuman. 3,TV,25,J.C.Staff,2012,4.308,11085,142,drama;shounen;anime industry;manga industry;otaku culture;voice acting;writers;based on a manga,https://www.anime-planet.com/anime/bakuman-3,2012-2016
The Legend of Hei,Movie,1,,2019,4.307,396,143,action;adventure;fantasy;animal characteristics;animal transformation;cats;chinese animation;contemporary fantasy;family friendly;non-human protagonists;urban fantasy,https://www.anime-planet.com/anime/the-legend-of-hei,2017-2023
The Disastrous Life of Saiki K.,TV,120,J.C.Staff,2016,4.307,26222,144,comedy;shounen;slice of life;breaking the fourth wall;gag;psychic powers;school life;short episodes;supernatural;superpowers;based on a manga,https://www.anime-planet.com/anime/the-disastrous-life-of-saiki-k,2012-2016
Kono Oto Tomare! 2nd Season,TV,13,Platinum Vision,2019,4.305,3377,145,drama;romance;shounen;music;school club;school life;based on a manga,https://www.anime-planet.com/anime/kono-oto-tomare-2nd-season,2017-2023
The Boy and the Beast,Movie,1,Studio Chizu,2015,4.304,14488,146,action;fantasy;anthropomorphic;coming of age;isekai;japanese mythology;non-human protagonists;person in a strange world;original work,https://www.anime-planet.com/anime/the-boy-and-the-beast,2012-2016
Dou Po Cangqiong: San Nian Zhi Yao,Web,13,Motion Magic,2021,4.304,91,147,action;fantasy;chinese animation;xianxia;based on a web novel;cg animation,https://www.anime-planet.com/anime/dou-po-cangqiong-san-nian-zhi-yao,2017-2023
Black Butler: Book of the Atlantic,Movie,1,A-1 Pictures,2017,4.303,7475,148,shounen;19th century;butlers;demons;europe;master-servant relationship;non-human protagonists;supernatural;zombies;based on a manga,https://www.anime-planet.com/anime/black-butler-book-of-the-atlantic,2017-2023
The Disappearance of Haruhi Suzumiya,Movie,1,Kyoto Animation,2010,4.301,22414,149,drama;sci fi;shounen;psychological;time travel;based on a light novel,https://www.anime-planet.com/anime/the-disappearance-of-haruhi-suzumiya,2002-2011
Miss Kobayashi's Dragon Maid S,TV,12,Kyoto Animation,2021,4.299,4660,150,comedy;fantasy;seinen;slice of life;animal characteristics;cohabitation;contemporary fantasy;dragons;maids;monster girls;non-human protagonists;reverse isekai;roommates;urban fantasy;based on a manga,https://www.anime-planet.com/anime/miss-kobayashis-dragon-maid-s,2017-2023
Laid-Back Camp 2nd Season,TV,13,C-Station,2021,4.299,1819,151,adventure;comedy;seinen;slice of life;iyashikei;the great outdoors;based on a manga,https://www.anime-planet.com/anime/laid-back-camp-2nd-season,2017-2023
Kizumonogatari Part 2: Nekketsu,Movie,1,SHAFT,2016,4.298,6879,152,action;ecchi;psychological;supernatural;vampires;based on a light novel,https://www.anime-planet.com/anime/kizumonogatari-part-2-nekketsu,2012-2016
Mushishi Zoku Shou: Suzu no Shizuku,Movie,1,Artland,2015,4.298,2958,153,fantasy;seinen;countryside;forest;iyashikei;supernatural;based on a manga,https://www.anime-planet.com/anime/mushishi-zoku-shou-suzu-no-shizuku,2012-2016
Overlord III,TV,13,MADHOUSE,2018,4.297,23938,154,action;fantasy;sci fi;dark fantasy;isekai;magic;overpowered main characters;person in a strange world;rpg;skeletons;trapped in a video game;virtual reality;based on a light novel,https://www.anime-planet.com/anime/overlord-iii,2017-2023
Given: Uragawa no Sonzai,OVA,1,Lerche,2021,4.297,846,155,music;based on a manga,https://www.anime-planet.com/anime/given-uragawa-no-sonzai,2017-2023
Mushishi Zoku Shou: Odoro no Michi,TV Special,1,Artland,2014,4.296,3603,156,fantasy;seinen;forest;iyashikei;supernatural;based on a manga,https://www.anime-planet.com/anime/mushishi-zoku-shou-odoro-no-michi,2012-2016
The Disastrous Life of Saiki K. 3,TV Special,1,J.C.Staff,2018,4.295,7412,157,comedy;shounen;breaking the fourth wall;gag;psychic powers;supernatural;superpowers;based on a manga,https://www.anime-planet.com/anime/the-disastrous-life-of-saiki-k-3,2017-2023
Re:ZERO: Starting Life in Another World Season 2: Part II,TV,12,WHITE FOX,2021,4.295,9570,158,action;adventure;drama;fantasy;cheats;dark fantasy;isekai;magic;person in a strange world;psychological;summoned into another world;thriller;time travel;based on a light novel,https://www.anime-planet.com/anime/re-zero-starting-life-in-another-world-season-2-part-ii,2017-2023
Hellsing Ultimate,OVA,10,"Graphinica, MADHOUSE, SATELIGHT",2006,4.294,38861,159,action;horror;seinen;conspiracy;england;europe;guns;master-servant relationship;non-human protagonists;overpowered main characters;religion;supernatural;vampires;based on a manga,https://www.anime-planet.com/anime/hellsing-ultimate,2002-2011
Saga of Tanya the Evil Movie,Movie,1,NUT,2019,4.294,6204,160,action;fantasy;guns;isekai;military;person in a strange world;reincarnation;war;based on a light novel,https://www.anime-planet.com/anime/saga-of-tanya-the-evil-movie,2017-2023
JoJo's Bizarre Adventure Re-Edited,TV Special,3,David Production,2014,4.293,830,161,action;shounen;hand to hand combat;recap;supernatural;based on a manga,https://www.anime-planet.com/anime/jojos-bizarre-adventure-re-edited,2012-2016
Natsume's Book of Friends Season 5 Specials,DVD Special,2,Shuka,2017,4.291,1607,162,shoujo;slice of life;bodyguards;cats;countryside;iyashikei;japanese mythology;orphans;supernatural;youkai;based on a manga,https://www.anime-planet.com/anime/natsumes-book-of-friends-season-5-specials,2017-2023
Hikari: Be My Light,Web,9,,2020,4.288,868,163,bl;drama;shounen-ai;illness;psychological;short episodes,https://www.anime-planet.com/anime/hikari-be-my-light,2017-2023
Parasyte -the maxim-,TV,24,MADHOUSE,2014,4.288,55748,164,action;drama;horror;sci fi;seinen;aliens;body sharing;psychological;based on a manga,https://www.anime-planet.com/anime/parasyte-the-maxim,2012-2016
My Dress-Up Darling,TV,4,CloverWorks,2022,4.287,1768,165,comedy;ecchi;romance;seinen;gyaru;otaku culture;school life;based on a manga,https://www.anime-planet.com/anime/my-dress-up-darling,2017-2023
Ouran High School Host Club,TV,26,Bones,2006,4.285,78694,166,comedy;reverse harem;romance;shoujo;crossdressing;debt;hosts;school club;school life;social gap;based on a manga,https://www.anime-planet.com/anime/ouran-high-school-host-club,2002-2011
Dou Po Cangqiong 4th Season,Web,24,Motion Magic,2021,4.284,200,167,action;fantasy;chinese animation;xianxia;based on a web novel;cg animation,https://www.anime-planet.com/anime/dou-po-cangqiong-4th-season,2017-2023
Ghost in the Shell: Stand Alone Complex 2nd Gig,TV,26,Production I.G,2004,4.284,16819,168,sci fi;seinen;cyberpunk;cyborgs;hacking;noir;based on a manga,https://www.anime-planet.com/anime/ghost-in-the-shell-stand-alone-complex-2nd-gig,2002-2011
Golden Kamuy Season 3,TV,12,Geno Studio,2020,4.283,1997,169,action;adventure;drama;historical;military;based on a manga,https://www.anime-planet.com/anime/golden-kamuy-season-3,2017-2023
Semantic Error,Web,4,,2021,4.283,400,170,bl;comedy;romance;shounen-ai;korean animation;short episodes;based on a novel,https://www.anime-planet.com/anime/semantic-error,2017-2023
Food Wars! The Second Plate,TV,13,J.C.Staff,2016,4.283,31972,171,comedy;ecchi;shounen;cooking;culinary school;food and beverage;school life;tournaments;based on a manga,https://www.anime-planet.com/anime/food-wars-the-second-plate,2012-2016
Barakamon,TV,12,Kinema Citrus,2014,4.283,18202,172,comedy;shounen;slice of life;art;countryside;island;iyashikei;lifestyle change;based on a manga,https://www.anime-planet.com/anime/barakamon,2012-2016
Noragami Aragoto,TV,13,Bones,2015,4.282,39080,173,action;drama;shounen;ghosts;gods;japanese mythology;non-human protagonists;supernatural;based on a manga,https://www.anime-planet.com/anime/noragami-aragoto,2012-2016
"Kamisama Kiss: Kamisama, Shiawase ni Naru",OVA,1,"TMS Entertainment, V1 Studio",2016,4.282,3181,174,comedy;fantasy;romance;shoujo;japanese mythology;master-servant relationship;based on a manga,https://www.anime-planet.com/anime/kamisama-kiss-kamisama-shiawase-ni-naru,2012-2016
Ace of the Diamond: Act II,TV,52,MADHOUSE,2019,4.281,1808,175,shounen;sports;baseball;tournaments;based on a manga,https://www.anime-planet.com/anime/ace-of-the-diamond-act-ii,2017-2023
Ascendance of a Bookworm: Part II,TV,12,Ajia-do,2020,4.28,7012,176,drama;fantasy;apprenticeship;cheats;isekai;magic;medieval;modern knowledge;person in a strange world;reincarnation;based on a light novel,https://www.anime-planet.com/anime/ascendance-of-a-bookworm-part-ii,2017-2023
Re:ZERO: Starting Life in Another World Season 2,TV,13,WHITE FOX,2020,4.279,14747,177,action;adventure;drama;fantasy;cheats;dark fantasy;isekai;magic;person in a strange world;psychological;summoned into another world;thriller;time travel;based on a light novel,https://www.anime-planet.com/anime/re-zero-starting-life-in-another-world-season-2,2017-2023
Steins;Gate 0,TV,23,WHITE FOX,2018,4.279,9810,178,drama;mystery;sci fi;psychological;time travel;based on a visual novel,https://www.anime-planet.com/anime/steins-gate-0,2017-2023
Quanzhi Gaoshou: Tebie Pian,OVA,3,Colored Pencil Animation,2018,4.279,3801,179,action;drama;chinese animation;mmorpg;rpg;tournaments;based on a web novel,https://www.anime-planet.com/anime/quanzhi-gaoshou-tebie-pian,2017-2023
Weathering With You,Movie,1,CoMix Wave Films,2019,4.278,14743,180,drama;lifestyle change;supernatural;writers;original work,https://www.anime-planet.com/anime/weathering-with-you,2017-2023
School Babysitters,TV,12,Brain's Base,2018,4.277,9744,181,comedy;drama;shoujo;slice of life;childcare;iyashikei;lifestyle change;orphans;school club;school life;siblings;based on a manga,https://www.anime-planet.com/anime/school-babysitters,2017-2023
Major Season 5,TV,25,Synergy SP,2009,4.275,3891,182,drama;shounen;sports;baseball;based on a manga,https://www.anime-planet.com/anime/major-season-5,2002-2011
The Garden of Sinners Movie 7: ......Not Nothing Heart. (Murder Speculation Part B),Movie,1,ufotable,2009,4.274,6911,183,drama;mystery;overpowered main characters;supernatural;based on a light novel,https://www.anime-planet.com/anime/the-garden-of-sinners-movie-7-not-nothing-heart-murder-speculation-part-b,2002-2011
Douluo Dalu,Web,26,Sparkly Key Animation Studio,2018,4.274,1456,184,action;fantasy;chinese animation;cultivation;reincarnation;xianxia;based on a web novel;cg animation,https://www.anime-planet.com/anime/douluo-dalu,2017-2023
